ShipmentMonth,ConsigneeStateRegion,ConsigneeCountry,ShipmentOrigin,Province,CountryOfSale,TransportMethod,IsContainerized,ValueOfGoodsUSD,HSCode,TradeType
2015-01-01,Jiangsu,China,Japan,Jiangsu Province,Japan,Air Transport,Yes,11456.0,441900,Ordinary Trade
2015-01-01,Guangdong Sheng,China,Malaysia,Guangdong Province,Malaysia,River-Sea Transportation,Yes,118230.0,441232,Ordinary Trade
2015-01-01,Guangdong,China,Malaysia,Guangdong Province,Malaysia,River-Sea Transportation,Yes,23882.0,940161,Ordinary Trade
2015-01-01,Shanghai Shi,China,Indonesia,Shanghai Municipality,United States,River-Sea Transportation,Yes,2433.0,940161,Ordinary Trade
2015-01-01,Guangdong,China,Taiwan,Guangdong Province,Taiwan,River-Sea Transportation,Yes,1350.0,940360,Ordinary Trade
2015-01-01,Zhejiang,China,Vietnam,Zhejiang Province,United States,River-Sea Transportation,Yes,655.0,940360,Ordinary Trade
2015-01-01,Shanghai Shi,China,Thailand,Shanghai Municipality,Thailand,River-Sea Transportation,Yes,1800.0,940360,Ordinary Trade
2015-01-01,Shanghai Shi,China,Spain,Shanghai Municipality,Spain,River-Sea Transportation,Yes,5016.0,940360,Storage of Transit Goods in Bonded Warehouses
2015-01-01,Shanghai Shi,China,Vietnam,Shanghai Municipality,Vietnam,River-Sea Transportation,Yes,480.0,940360,Others
2015-01-01,广东省,China,Denmark,Guangdong Province,HongKong,Motor Vehicle Transportation,Yes,222.0,940360,Ordinary Trade
2015-01-01,Hebei,China,United Kingdom,Hebei Province,United Kingdom,River-Sea Transportation,Yes,490.0,940360,Ordinary Trade
2015-01-01,Tianjin,China,Indonesia,Tianjin Municipality,Indonesia,River-Sea Transportation,Yes,2108.0,940360,Ordinary Trade
2015-01-01,Zhejiang,China,Indonesia,Zhejiang Province,Taiwan,River-Sea Transportation,Yes,8982.0,940360,Ordinary Trade
2015-01-01,Shanghai,China,Italy,Shanghai Municipality,Italy,River-Sea Transportation,Yes,163090.0,940360,Storage of Transit Goods in Bonded Warehouses
2015-01-01,Shanghai Shi,China,Denmark,Shanghai Municipality,Denmark,Air Transport,Yes,1244.0,940360,Ordinary Trade
2015-01-01,Jiangsu,China,Germany,Jiangsu Province,Germany,River-Sea Transportation,Yes,1246.0,940390,Ordinary Trade
2015-01-01,Fujian,China,United Kingdom,Fujian Province,HongKong,Air Transport,Yes,1719.0,940390,Inbound/Outbound Goods in Bonded Warehouses
2015-01-01,Jiangsu,China,Indonesia,Jiangsu Province,Indonesia,River-Sea Transportation,Yes,67.0,940390,Ordinary Trade
2015-01-01,Shanghai,China,Romania,Shanghai Municipality,Romania,River-Sea Transportation,Yes,70044.0,940390,Inbound/Outbound Goods in Bonded Warehouses
2015-01-01,Shanghai Shi,China,Indonesia,Shanghai Municipality,Indonesia,River-Sea Transportation,Yes,6270.0,940390,Inbound/Outbound Goods in Bonded Warehouses
2015-01-01,Shanghai,China,Romania,Shanghai Municipality,Netherlands,River-Sea Transportation,Yes,59257.0,940390,Storage of Transit Goods in Bonded Warehouses
2015-01-01,Shanghai,China,Malaysia,Shanghai Municipality,Malaysia,River-Sea Transportation,Yes,502.0,940390,Ordinary Trade
2015-01-01,Shanghai,China,Sweden,Shanghai Municipality,Sweden,River-Sea Transportation,Yes,15148.0,940390,Ordinary Trade
2015-01-01,Heilongjiang,China,Japan,Heilongjiang Province,Japan,River-Sea Transportation,Yes,59582.0,940390,Ordinary Trade
2015-01-01,Beijing Shi,China,Malaysia,Beijing Municipality,Malaysia,River-Sea Transportation,Yes,6440.0,940390,Ordinary Trade
2015-01-01,Guangdong,China,United States,Guangdong Province,HongKong,Motor Vehicle Transportation,Yes,6147.0,940390,Ordinary Trade
2015-01-01,Guangdong,China,Indonesia,Guangdong Province,Indonesia,Motor Vehicle Transportation,Yes,2408.0,940340,Ordinary Trade
2015-01-01,Shanghai Shi,China,Italy,Shanghai Municipality,Italy,Motor Vehicle Transportation,Yes,4197.0,940340,Ordinary Trade
2015-01-01,Beijing,China,Germany,Beijing Municipality,Germany,River-Sea Transportation,Yes,267833.0,940340,Ordinary Trade
2015-01-01,Jiangsu Sheng,China,India,Jiangsu Province,India,Air Transport,Yes,719.0,940190,Ordinary Trade
2015-01-01,Shanghai,China,Thailand,Shanghai Municipality,Japan,River-Sea Transportation,Yes,360.0,940190,Ordinary Trade
2015-01-01,Shanghai,China,Italy,Shanghai Municipality,Italy,River-Sea Transportation,Yes,14827.0,940190,Processing Trade with Imported Materials
2015-01-01,Guangdong,China,France,Guangdong Province,United Arab Emirates,Air Transport,Yes,129.0,940190,Inbound/Outbound Goods in Bonded Warehouses
2015-01-01,Shanghai Shi,China,Germany,Shanghai Municipality,Germany,Air Transport,Yes,107.0,940190,Ordinary Trade
2015-01-01,Shanghai,China,Taiwan,Shanghai Municipality,Taiwan,River-Sea Transportation,Yes,100208.0,940190,Ordinary Trade
2015-01-01,Heilongjiang,China,Sweden,Heilongjiang Province,Sweden,River-Sea Transportation,Yes,25543.0,940190,Ordinary Trade
2015-01-01,Liaoning,China,Austria,Liaoning Province,Germany,Air Transport,Yes,331.0,940190,Ordinary Trade
2015-01-01,Hebei,China,Netherlands,Hebei Province,Belgium,River-Sea Transportation,Yes,3955.0,940190,Ordinary Trade
2015-01-01,Liaoning,China,Slovenia,Liaoning Province,Germany,River-Sea Transportation,Yes,4726.0,940190,Ordinary Trade
2015-01-01,Beijing,China,Romania,Beijing Municipality,Germany,River-Sea Transportation,Yes,5982.0,940190,Ordinary Trade
2015-01-01,广东省,China,United States,Guangdong Province,HongKong,Motor Vehicle Transportation,Yes,6602.0,940330,Ordinary Trade
2015-01-01,Shanghai Shi,China,Germany,Shanghai Municipality,Germany,River-Sea Transportation,Yes,132021.0,940330,Ordinary Trade
2015-01-01,Jiangsu Sheng,China,Vietnam,Jiangsu Province,Vietnam,River-Sea Transportation,Yes,1946.0,940169,Ordinary Trade
2015-01-01,Shanghai Shi,China,Italy,Shanghai Municipality,Italy,River-Sea Transportation,Yes,9085.0,940169,Ordinary Trade
2015-01-01,Guangdong Sheng,China,Indonesia,Guangdong Province,Indonesia,River-Sea Transportation,Yes,12719.0,940350,Ordinary Trade
2015-01-01,Zhejiang Sheng,China,China,Zhejiang Province,Singapore,River-Sea Transportation,Yes,876.0,940350,Ordinary Trade
2015-01-01,Anhui,China,Poland,Anhui Province,Latvia,Air Transport,Yes,649.0,940350,Ordinary Trade
2015-01-01,Shanghai Shi,China,Germany,Shanghai Municipality,Germany,River-Sea Transportation,Yes,4760.0,940350,Ordinary Trade
2015-01-01,北京市,China,Sweden,Beijing Municipality,Sweden,River-Sea Transportation,Yes,1284.0,940350,Ordinary Trade
2015-01-01,Beijing Shi,China,Italy,Beijing Municipality,Italy,River-Sea Transportation,Yes,72038.0,940350,Ordinary Trade
2015-01-01,Fujian Province,China,Indonesia,Fujian Province,Singapore,River-Sea Transportation,Yes,15193.0,440290,Ordinary Trade
2015-01-01,Shanghai Shi,China,Taiwan,Shanghai Municipality,Taiwan,River-Sea Transportation,Yes,356.0,440500,Ordinary Trade
2015-01-01,Shanghai Shi,China,Malaysia,Shanghai Municipality,Malaysia,River-Sea Transportation,Yes,1836.0,440725,Ordinary Trade
2015-01-01,Guangdong Sheng,China,Bosnia and Herzegovina,Guangdong Province,Croatia Rep,River-Sea Transportation,Yes,30661.0,440792,Ordinary Trade
2015-01-01,Shandong Sheng,China,Romania,Shandong Province,Romania,River-Sea Transportation,Yes,33889.0,440792,Ordinary Trade
2015-01-01,Zhejiang,China,Romania,Zhejiang Province,Romania,River-Sea Transportation,Yes,106473.0,440792,Ordinary Trade
2015-01-01,Shanghai Shi,China,Romania,Shanghai Municipality,Romania,River-Sea Transportation,Yes,1363029.0,440792,Ordinary Trade
2015-01-01,Shanghai,China,United States,Shanghai Municipality,United States,River-Sea Transportation,Yes,35999.0,440793,Ordinary Trade
2015-01-01,Guangdong,China,United States,Guangdong Province,United States,River-Sea Transportation,Yes,16587.0,440795,Ordinary Trade
2015-01-01,Fujian,China,Canada,Fujian Province,Canada,River-Sea Transportation,Yes,59491.0,440795,Ordinary Trade
2015-01-01,Shanghai Shi,China,Canada,Shanghai Municipality,Canada,River-Sea Transportation,Yes,27880.0,440795,Ordinary Trade
2015-01-01,Guangdong,China,United States,Guangdong Province,HongKong,River-Sea Transportation,Yes,153.0,441239,Processing and Assembling Trade with Customer-Supplied Materials
2015-01-01,Guangdong,China,Malaysia,Guangdong Province,Malaysia,River-Sea Transportation,Yes,44460.0,441019,Processing Trade with Imported Materials
2015-01-01,Guangdong Sheng,China,United States,Guangdong Province,Canada,River-Sea Transportation,Yes,67266.0,440791,Ordinary Trade
2015-01-01,Shandong,China,Croatia Rep,Shandong Province,Croatia Rep,River-Sea Transportation,Yes,13056.0,440791,Ordinary Trade
2015-01-01,Zhejiang Sheng,China,United States,Zhejiang Province,United States,River-Sea Transportation,Yes,86960.0,440791,Ordinary Trade
2015-01-01,Shanghai,China,United States,Shanghai Municipality,United States,River-Sea Transportation,Yes,38506.0,440791,Processing Trade with Imported Materials
2015-01-01,Shanghai,China,France,Shanghai Municipality,France,River-Sea Transportation,Yes,31635.0,440791,Ordinary Trade
2015-01-01,Liaoning,China,Bosnia and Herzegovina,Liaoning Province,Croatia Rep,River-Sea Transportation,Yes,5692.0,440791,Processing and Assembling Trade with Customer-Supplied Materials
2015-01-01,Sichuan,China,Romania,Sichuan Province,Romania,River-Sea Transportation,Yes,16244.0,441011,Ordinary Trade
2015-01-01,Shandong,China,Germany,Shandong Province,Belgium,River-Sea Transportation,Yes,159761.0,440391,Ordinary Trade
2015-01-01,Zhejiang,China,Germany,Zhejiang Province,Belgium,River-Sea Transportation,Yes,126010.0,440391,Processing and Assembling Trade with Customer-Supplied Materials
2015-01-01,Zhejiang,China,France,Zhejiang Province,France,River-Sea Transportation,Yes,273896.0,440391,Ordinary Trade
2015-01-01,Heilongjiang Sheng,China,United States,Heilongjiang Province,United States,River-Sea Transportation,Yes,34274.0,440391,Ordinary Trade
2015-01-01,Liaoning,China,Canada,Liaoning Province,Canada,River-Sea Transportation,Yes,57706.0,440391,Ordinary Trade
2015-01-01,Guangdong,China,France,Guangdong Province,France,River-Sea Transportation,Yes,155665.0,440392,Ordinary Trade
2015-01-01,Zhejiang,China,Germany,Zhejiang Province,Netherlands,River-Sea Transportation,Yes,68900.0,440392,Ordinary Trade
2015-01-01,Guangdong Sheng,China,Congo,Guangdong Province,Cameroon,River-Sea Transportation,Yes,18906.0,440727,Ordinary Trade
2015-01-01,Yunnan Sheng,China,Myanmar,Yunnan Province,Myanmar,Motor Vehicle Transportation,Yes,3203.0,440799,Petty Frontier Trade
2015-01-01,Guangxi Zhuangzuzizhiqu,China,Vietnam,Guangxi Zhuang Autonomous Region,Vietnam,Motor Vehicle Transportation,Yes,16658.0,440799,Petty Frontier Trade
2015-01-01,Guangdong Sheng,China,Gabon,Guangdong Province,Gabon,River-Sea Transportation,Yes,229073.0,440799,Ordinary Trade
2015-01-01,Guangdong,China,United States,Guangdong Province,United States,River-Sea Transportation,Yes,42197.0,440799,Ordinary Trade
2015-01-01,Guangdong,China,United States,Guangdong Province,United States,River-Sea Transportation,Yes,100133.0,440799,Ordinary Trade
2015-01-01,Guangdong,China,United States,Guangdong Province,United States,River-Sea Transportation,Yes,13482.0,440799,Ordinary Trade
2015-01-01,Guangdong,China,Lao PDR,Guangdong Province,HongKong,River-Sea Transportation,Yes,267245.0,440799,Ordinary Trade
2015-01-01,Guangdong Sheng,China,United States,Guangdong Province,United States,River-Sea Transportation,Yes,49373.0,440799,Ordinary Trade
2015-01-01,Zhejiang Sheng,China,United States,Zhejiang Province,United States,River-Sea Transportation,Yes,224200.0,440799,Processing Trade with Imported Materials
2015-01-01,Guangdong Sheng,China,Indonesia,Guangdong Province,Indonesia,River-Sea Transportation,Yes,463592.0,440799,Ordinary Trade
2015-01-01,Fujian,China,Japan,Fujian Province,Japan,River-Sea Transportation,Yes,3556.0,440799,Ordinary Trade
2015-01-01,Fujian Sheng,China,Lithuania,Fujian Province,Germany,River-Sea Transportation,Yes,18166.0,440799,Ordinary Trade
2015-01-01,Shanghai,China,United States,Shanghai Municipality,United States,River-Sea Transportation,Yes,17117.0,440799,Ordinary Trade
2015-01-01,Shandong,China,United States,Shandong Province,United States,River-Sea Transportation,Yes,49204.0,440799,Ordinary Trade
2015-01-01,Zhejiang,China,Thailand,Zhejiang Province,Thailand,River-Sea Transportation,Yes,31668.0,440799,Ordinary Trade
2015-01-01,Shanghai Shi,China,United States,Shanghai Municipality,United States,River-Sea Transportation,Yes,20064.0,440799,Ordinary Trade
2015-01-01,Beijing,China,United States,Hebei Province,Canada,River-Sea Transportation,Yes,55461.0,440799,Ordinary Trade
2015-01-01,Tianjin,China,Cameroon,Tianjin Municipality,Cameroon,River-Sea Transportation,Yes,8380.0,440799,Ordinary Trade
2015-01-01,Shanghai Shi,China,Indonesia,Shanghai Municipality,Indonesia,River-Sea Transportation,Yes,20499.0,440799,Processing and Assembling Trade with Customer-Supplied Materials
2015-01-01,Tianjin,China,Malaysia,Tianjin Municipality,Malaysia,River-Sea Transportation,Yes,19231.0,440799,Ordinary Trade
2015-01-01,Sichuan,China,Estonia,Sichuan Province,Sweden,Air Transport,Yes,38.0,442190,Ordinary Trade
2015-01-01,Shandong,China,Indonesia,Shandong Province,Indonesia,River-Sea Transportation,Yes,210775.0,442190,Ordinary Trade
2015-01-01,Jiangsu,China,Indonesia,Jiangsu Province,Indonesia,River-Sea Transportation,Yes,54278.0,442190,Ordinary Trade
2015-01-01,Shanghai,China,China,Shanghai Municipality,Germany,Air Transport,Yes,470.0,442190,Storage of Transit Goods in Bonded Warehouses
2015-01-01,Shanghai,China,Switzerland,Shanghai Municipality,Switzerland,Air Transport,Yes,751.0,442190,Ordinary Trade
2015-01-01,Shandong Sheng,China,Sweden,Shandong Province,Sweden,River-Sea Transportation,Yes,62697.0,440710,Ordinary Trade
2015-01-01,Shandong,China,Canada,Shandong Province,Canada,River-Sea Transportation,Yes,221366.0,440710,Ordinary Trade
2015-01-01,Jiangsu Sheng,China,Sweden,Jiangsu Province,Sweden,River-Sea Transportation,Yes,475817.0,440710,Ordinary Trade
2015-01-01,Heilongjiang Sheng,China,Russia,Heilongjiang Province,Russia,Railway Transportation,Yes,67641.0,440710,Petty Frontier Trade
2015-01-01,,China,Sweden,Beijing Municipality,Netherlands,River-Sea Transportation,Yes,50927.0,440710,Ordinary Trade
2015-01-01,Shandong,China,Vietnam,Shandong Province,Vietnam,River-Sea Transportation,Yes,69508.0,440890,Ordinary Trade
2015-01-01,Zhejiang,China,United States,Zhejiang Province,Netherlands,River-Sea Transportation,Yes,12676.0,440890,Ordinary Trade
2015-01-01,Heilongjiang Sheng,China,Russia,Heilongjiang Province,Russia,Motor Vehicle Transportation,Yes,108027.0,440890,Processing Trade with Imported Materials
2015-01-01,Tianjin,China,Spain,Tianjin Municipality,Spain,River-Sea Transportation,Yes,38820.0,440890,Ordinary Trade
2015-01-01,Guangxi Zhuangzuzizhiqu,China,Mexico,Guangxi Zhuang Autonomous Region,Mexico,River-Sea Transportation,No,15466.0,440399,Ordinary Trade
2015-01-01,Guangdong,China,Nigeria,Guangdong Province,Nigeria,River-Sea Transportation,No,558519.0,440399,Ordinary Trade
2015-01-01,Guangdong,China,Mozambique,Guangdong Province,Mozambique,River-Sea Transportation,No,19845.0,440399,Ordinary Trade
2015-01-01,Guangdong,China,Gambia,Guangdong Province,Gambia,River-Sea Transportation,No,511281.0,440399,Ordinary Trade
2015-01-01,Guangdong Sheng,China,United States,Guangdong Province,United States,River-Sea Transportation,No,15315.0,440399,Ordinary Trade
2015-01-01,,,Suriname,Fujian Province,Panama,River-Sea Transportation,No,13108.0,440399,Ordinary Trade
2015-01-01,,China,Serbia,Zhejiang Province,Croatia Rep,River-Sea Transportation,No,32691.0,440399,Ordinary Trade
2015-01-01,Zhejiang,China,Zambia,Zhejiang Province,Zambia,River-Sea Transportation,No,29562.0,440399,Inbound/Outbound Goods in Bonded Warehouses
2015-01-01,Guangdong,China,Nigeria,Guangdong Province,Nigeria,River-Sea Transportation,No,119357.0,440399,Ordinary Trade
2015-01-01,Guangdong,China,Costa Rica,Guangdong Province,Costa Rica,River-Sea Transportation,No,262000.0,440399,Ordinary Trade
2015-01-01,Shandong Sheng,China,Belgium,Shandong Province,Belgium,River-Sea Transportation,No,187322.0,440399,Ordinary Trade
2015-01-01,Jiangsu Sheng,China,Gambia,Jiangsu Province,Gambia,River-Sea Transportation,No,51464.0,440399,Ordinary Trade
2015-01-01,Guangdong,China,United States,Guangdong Province,HongKong,River-Sea Transportation,No,19946.0,440399,Processing and Assembling Trade with Customer-Supplied Materials
2015-01-01,Shandong Sheng,China,Latvia,Shandong Province,Latvia,River-Sea Transportation,No,57955.0,440399,Ordinary Trade
2015-01-01,Zhejiang Sheng,China,Cote D Ivoire,Zhejiang Province,Cote D Ivoire,River-Sea Transportation,No,45185.0,440399,Ordinary Trade
2015-01-01,Zhejiang Sheng,China,Benin,Zhejiang Province,Cote D Ivoire,River-Sea Transportation,No,11936.0,440399,Ordinary Trade
2015-01-01,Zhejiang Sheng,China,Nigeria,Zhejiang Province,Nigeria,River-Sea Transportation,No,46376.0,440399,Ordinary Trade
2015-01-01,Liaoning Sheng,China,Ukraine,Liaoning Province,Ukraine,River-Sea Transportation,No,57778.0,440399,Ordinary Trade
2015-01-01,Zhejiang Sheng,China,Guyana,Zhejiang Province,Guyana,River-Sea Transportation,No,341885.0,440399,Ordinary Trade
2015-01-01,Heilongjiang,China,Russia,Heilongjiang Province,Russia,Railway Transportation,No,137494.0,440399,Processing and Assembling Trade with Customer-Supplied Materials
2015-01-01,Inner Mongolia,China,Russia,Inner Mongolia Autonomous Region,Russia,Railway Transportation,No,14815.0,440399,Petty Frontier Trade
2015-01-01,Beijing Shi,China,Benin,Beijing Municipality,Benin,River-Sea Transportation,No,106920.0,440399,Ordinary Trade
2015-01-01,Beijing Shi,China,Congo,Beijing Municipality,Cameroon,River-Sea Transportation,No,56610.0,440399,Ordinary Trade
2015-01-01,Shanghai,China,Myanmar,Shanghai Municipality,Myanmar,River-Sea Transportation,Yes,40404.0,440729,Ordinary Trade
2015-01-01,Shanghai Shi,China,Spain,Shanghai Municipality,HongKong,Motor Vehicle Transportation,Yes,305.0,441400,Ordinary Trade
2015-01-01,Shandong Sheng,China,Indonesia,Shandong Province,Indonesia,River-Sea Transportation,Yes,50.0,442090,Ordinary Trade
2015-01-01,Shanghai Shi,China,United States,Shanghai Municipality,Singapore,Air Transport,Yes,17.0,442090,Others
2015-01-01,Beijing Shi,China,"Korea, Rep.",Beijing Municipality,"Korea, Rep.",Air Transport,Yes,64.0,442090,Ordinary Trade
2015-01-01,Guangdong Sheng,China,Germany,Guangdong Province,Italy,Air Transport,Yes,1332.0,442010,Ordinary Trade
2015-01-01,Shandong,China,Indonesia,Shandong Province,Indonesia,River-Sea Transportation,Yes,400.0,442010,Ordinary Trade
2015-01-01,Zhejiang,China,Indonesia,Zhejiang Province,Indonesia,River-Sea Transportation,Yes,5489.0,442010,Ordinary Trade
