ShipmentMonth,ConsigneeStateRegion,ConsigneeCountry,ShipmentOrigin,Province,CountryOfSale,TransportMethod,IsContainerized,ValueOfGoodsUSD,HSCode,TradeType
2015-01-01,Zhejiang,China,Gabon,Zhejiang Province,Gabon,River-Sea Transportation,Yes,11053.0,440799,Ordinary Trade
2015-01-01,Liaoning Sheng,China,Romania,Liaoning Province,Romania,River-Sea Transportation,Yes,34829.0,440799,Processing and Assembling Trade with Customer-Supplied Materials
2015-01-01,Heilongjiang Sheng,China,Russia,Heilongjiang Province,Russia,Motor Vehicle Transportation,Yes,455569.0,440799,Petty Frontier Trade
2015-01-01,Jiangsu,China,Gabon,Jiangsu Province,Gabon,River-Sea Transportation,Yes,555481.0,440799,Ordinary Trade
2015-01-01,,China,Togo,Shanghai Municipality,Togo,River-Sea Transportation,Yes,36509.0,440799,Ordinary Trade
2015-01-01,Tianjin,China,Thailand,Tianjin Municipality,Malaysia,River-Sea Transportation,Yes,514311.0,440799,Ordinary Trade
2015-01-01,,China,Indonesia,Guangdong Province,Indonesia,Air Transport,Yes,18139.0,442190,Ordinary Trade
2015-01-01,Zhejiang,China,Indonesia,Zhejiang Province,Indonesia,River-Sea Transportation,Yes,70798.0,442190,Ordinary Trade
2015-01-01,Shanghai,China,China,Shanghai Municipality,Singapore,River-Sea Transportation,Yes,5691.0,442190,Storage of Transit Goods in Bonded Warehouses
2015-01-01,Shanghai Shi,China,China,Shanghai Municipality,HongKong,Air Transport,Yes,1857.0,442190,Ordinary Trade
2015-01-01,Guangdong Sheng,China,Indonesia,Guangdong Province,Indonesia,Other Transportation,Yes,827.0,442190,Ordinary Trade
2015-01-01,Guangdong,China,Finland,Guangdong Province,Netherlands,River-Sea Transportation,Yes,23824.0,440710,Ordinary Trade
2015-01-01,Shandong Sheng,China,Russia,Shandong Province,Russia,River-Sea Transportation,Yes,13580.0,440710,Ordinary Trade
2015-01-01,,China,Russia,Fujian Province,Russia,River-Sea Transportation,Yes,1776053.0,440710,Ordinary Trade
2015-01-01,Guangdong,China,Sweden,Guangdong Province,Netherlands,River-Sea Transportation,Yes,79947.0,440710,Ordinary Trade
2015-01-01,Guangdong,China,Finland,Guangdong Province,Germany,River-Sea Transportation,Yes,164959.0,440710,Processing Trade with Imported Materials
2015-01-01,Heilongjiang Sheng,China,Russia,Heilongjiang Province,Russia,Railway Transportation,Yes,92874.0,440710,Petty Frontier Trade
2015-01-01,Jilin,China,Russia,Jilin Province,Russia,Railway Transportation,Yes,1110900.0,440710,Processing and Assembling Trade with Customer-Supplied Materials
2015-01-01,Fujian,China,Chile,Fujian Province,Chile,River-Sea Transportation,Yes,2197104.0,440710,Ordinary Trade
2015-01-01,福建,China,Japan,Fujian Province,Japan,River-Sea Transportation,Yes,46463.0,440710,Ordinary Trade
2015-01-01,Fujian,China,Russia,Fujian Province,Russia,River-Sea Transportation,Yes,1048208.0,440710,Ordinary Trade
2015-01-01,Nei Mongol,China,Russia,Inner Mongolia Autonomous Region,Russia,Railway Transportation,Yes,90711.0,440710,Petty Frontier Trade
2015-01-01,Inner Mongolia,China,Russia,Inner Mongolia Autonomous Region,Russia,Railway Transportation,Yes,11580.0,440710,Petty Frontier Trade
2015-01-01,Shanghai Shi,China,Chile,Shanghai Municipality,Chile,River-Sea Transportation,Yes,26477.0,440710,Ordinary Trade
2015-01-01,Shanghai Shi,China,Japan,Shanghai Municipality,Japan,River-Sea Transportation,Yes,51872.0,440710,Ordinary Trade
2015-01-01,Shanghai,China,Canada,Shanghai Municipality,Canada,River-Sea Transportation,Yes,168634.0,440710,Ordinary Trade
2015-01-01,Beijing Shi,China,Latvia,Beijing Municipality,Latvia,River-Sea Transportation,Yes,150216.0,440710,Ordinary Trade
2015-01-01,,China,Germany,Beijing Municipality,Germany,River-Sea Transportation,Yes,154875.0,440710,Ordinary Trade
2015-01-01,Guangdong,China,Taiwan,Guangdong Province,Taiwan,River-Sea Transportation,Yes,41.0,441112,Ordinary Trade
2015-01-01,Fujian Sheng,China,New Zealand,Fujian Province,New Zealand,River-Sea Transportation,Yes,11854.0,441112,Ordinary Trade
2015-01-01,Yunnan,China,Myanmar,Yunnan Province,Myanmar,Motor Vehicle Transportation,No,949377.0,440399,Petty Frontier Trade
2015-01-01,Guangdong Sheng,China,Togo,Guangdong Province,Togo,River-Sea Transportation,No,93024.0,440399,Ordinary Trade
2015-01-01,Guangdong,China,Nigeria,Guangdong Province,Nigeria,River-Sea Transportation,No,405214.0,440399,Ordinary Trade
2015-01-01,Shandong Sheng,China,Lithuania,Shandong Province,Lithuania,River-Sea Transportation,No,16016.0,440399,Ordinary Trade
2015-01-01,Fujian,China,Suriname,Fujian Province,Suriname,River-Sea Transportation,No,131982.0,440399,Ordinary Trade
2015-01-01,Guangdong,China,United States,Guangdong Province,United States,River-Sea Transportation,No,22496.0,440399,Ordinary Trade
2015-01-01,Guangdong,China,Ecuador,Guangdong Province,Ecuador,River-Sea Transportation,No,37008.0,440399,Ordinary Trade
2015-01-01,Guangdong,China,Nigeria,Guangdong Province,Nigeria,River-Sea Transportation,No,73660.0,440399,Ordinary Trade
2015-01-01,Zhejiang,China,Nigeria,Zhejiang Province,Nigeria,River-Sea Transportation,No,89932.0,440399,Ordinary Trade
2015-01-01,Jiangsu Sheng,China,United States,Jiangsu Province,United States,River-Sea Transportation,No,4557.0,440399,Ordinary Trade
2015-01-01,Shanghai,China,Nigeria,Shanghai Municipality,Nigeria,River-Sea Transportation,No,35807.0,440399,Ordinary Trade
2015-01-01,Shanghai Shi,China,Philippines,Shanghai Municipality,Philippines,River-Sea Transportation,No,16092.0,440399,Ordinary Trade
2015-01-01,Shanghai Shi,China,Estonia,Shanghai Municipality,Estonia,River-Sea Transportation,No,142663.0,440399,Ordinary Trade
2015-01-01,Guangdong,China,United States,Guangdong Province,United States,River-Sea Transportation,No,47914.0,440399,Ordinary Trade
2015-01-01,Zhejiang,China,Bolivia,Zhejiang Province,Chile,River-Sea Transportation,No,91935.0,440399,Ordinary Trade
2015-01-01,Jiangsu,China,Lao PDR,Jiangsu Province,Thailand,River-Sea Transportation,No,29885.0,440399,Ordinary Trade
2015-01-01,Shanghai,China,Lao PDR,Shanghai Municipality,Thailand,River-Sea Transportation,No,6740.0,440399,Ordinary Trade
2015-01-01,Shanghai Shi,China,United States,Shanghai Municipality,United States,River-Sea Transportation,No,99896.0,440399,Ordinary Trade
2015-01-01,Shanghai,China,United States,Shanghai Municipality,United States,River-Sea Transportation,No,103978.0,440399,Ordinary Trade
2015-01-01,Heilongjiang,China,Russia,Heilongjiang Province,Russia,Railway Transportation,No,27121.0,440399,Petty Frontier Trade
2015-01-01,Zhejiang,China,"Congo, DR",Zhejiang Province,"Congo, DR",River-Sea Transportation,No,2865453.0,440399,Ordinary Trade
2015-01-01,Heilongjiang,China,Russia,Heilongjiang Province,Russia,Railway Transportation,No,123587.0,440399,Processing and Assembling Trade with Customer-Supplied Materials
2015-01-01,Guangdong,China,Gabon,Guangdong Province,Gabon,River-Sea Transportation,Yes,904.0,440729,Ordinary Trade
2015-01-01,Shanghai Shi,China,Cameroon,Shanghai Municipality,Cameroon,River-Sea Transportation,Yes,12219.0,440729,Ordinary Trade
2015-01-01,Jiangsu Sheng,China,China,Jiangsu Province,United States,River-Sea Transportation,Yes,11818.0,441299,Processing Trade with Imported Materials
2015-01-01,Guangdong,China,India,Guangdong Province,India,River-Sea Transportation,Yes,1308.0,441400,Ordinary Trade
2015-01-01,Jiangsu Sheng,China,Italy,Jiangsu Province,Italy,River-Sea Transportation,Yes,19202.0,442090,Ordinary Trade
2015-01-01,Shanghai,China,Italy,Shanghai Municipality,Switzerland,Air Transport,Yes,40.0,442090,Ordinary Trade
2015-01-01,Beijing,China,Germany,Beijing Municipality,Germany,Air Transport,Yes,530.0,441192,Ordinary Trade
2015-01-01,Yunnan,China,Myanmar,Yunnan Province,Myanmar,Motor Vehicle Transportation,No,1016.0,440320,Petty Frontier Trade
2015-01-01,广东省,China,Canada,Guangdong Province,Canada,River-Sea Transportation,No,71062.0,440320,Ordinary Trade
2015-01-01,Neimenggu Zizhiqu,China,Russia,Inner Mongolia Autonomous Region,Russia,Railway Transportation,No,150182.0,440320,Petty Frontier Trade
2015-01-01,Nei Mongol,China,Russia,Inner Mongolia Autonomous Region,Russia,Railway Transportation,No,62023.0,440320,Petty Frontier Trade
2015-01-01,Nei Mongol,China,Russia,Inner Mongolia Autonomous Region,Russia,Railway Transportation,No,3888476.0,440320,Petty Frontier Trade
2015-01-01,Inner Mongolia,China,Russia,Inner Mongolia Autonomous Region,Russia,Railway Transportation,No,267281.0,440320,Petty Frontier Trade
2015-01-01,Shanghai Shi,China,Finland,Shanghai Municipality,Finland,River-Sea Transportation,Yes,45178.0,441232,Ordinary Trade
2015-01-01,Guangdong Sheng,China,Australia,Guangdong Province,Australia,River-Sea Transportation,Yes,1919.0,441113,Ordinary Trade
2015-01-01,Shanghai Shi,China,Spain,Shanghai Municipality,Spain,River-Sea Transportation,Yes,228.0,441890,Ordinary Trade
2015-01-01,Guangdong,China,Spain,Guangdong Province,United States,River-Sea Transportation,Yes,7288.0,940161,Ordinary Trade
2015-01-01,Shanghai,China,France,Shanghai Municipality,France,Air Transport,Yes,17767.0,940161,Ordinary Trade
2015-01-01,Shanghai,China,Italy,Shanghai Municipality,Italy,River-Sea Transportation,Yes,186173.0,940161,Storage of Transit Goods in Bonded Warehouses
2015-01-01,Tianjin,China,Vietnam,Tianjin Municipality,Vietnam,River-Sea Transportation,Yes,136149.0,940161,Ordinary Trade
2015-01-01,Guangdong,China,Vietnam,Guangdong Province,Vietnam,River-Sea Transportation,Yes,4615.0,940360,Storage of Transit Goods in Bonded Warehouses
2015-01-01,Guangdong,China,Vietnam,Guangdong Province,HongKong,Motor Vehicle Transportation,Yes,8212.0,940360,Ordinary Trade
2015-01-01,Shanghai,China,Italy,Shanghai Municipality,France,Air Transport,Yes,172223.0,940360,Ordinary Trade
2015-01-01,Beijing,China,Spain,Beijing Municipality,Spain,River-Sea Transportation,Yes,12428.0,940360,Ordinary Trade
2015-01-01,Beijing,China,Taiwan,Beijing Municipality,Taiwan,River-Sea Transportation,Yes,563.0,940360,Ordinary Trade
2015-01-01,Sichuan,China,Vietnam,Sichuan Province,Vietnam,River-Sea Transportation,Yes,10264.0,940390,Ordinary Trade
2015-01-01,Shanghai,China,Vietnam,Shanghai Municipality,Vietnam,River-Sea Transportation,Yes,3418.0,940390,Inbound/Outbound Goods in Bonded Warehouses
2015-01-01,Shanghai Shi,China,Netherlands,Shanghai Municipality,Netherlands,Other Transportation,Yes,60.0,940390,Ordinary Trade
2015-01-01,Beijing,China,Malaysia,Beijing Municipality,Singapore,Air Transport,Yes,210.0,940390,Inbound/Outbound Goods in Bonded Warehouses
2015-01-01,Guangdong,China,Indonesia,Guangdong Province,HongKong,River-Sea Transportation,Yes,9462.0,940390,Processing Trade with Imported Materials
2015-01-01,Zhejiang Sheng,China,Taiwan,Zhejiang Province,Taiwan,River-Sea Transportation,Yes,34200.0,940390,Ordinary Trade
2015-01-01,Tianjin,China,India,Tianjin Municipality,India,River-Sea Transportation,Yes,3373.0,940390,Ordinary Trade
2015-01-01,Beijing,China,"Korea, Rep.",Beijing Municipality,"Korea, Rep.",River-Sea Transportation,Yes,60045.0,940390,Ordinary Trade
2015-01-01,广东省,China,Italy,Guangdong Province,Italy,River-Sea Transportation,Yes,6987.0,940340,Ordinary Trade
2015-01-01,Shanghai,China,San Marino,Shanghai Municipality,Italy,River-Sea Transportation,Yes,31589.0,940340,Ordinary Trade
2015-01-01,Beijing,China,Germany,Beijing Municipality,Germany,River-Sea Transportation,Yes,138369.0,940340,Ordinary Trade
2015-01-01,Hainan,China,United Kingdom,Hainan Province,Denmark,Air Transport,Yes,6600.0,940190,Ordinary Trade
2015-01-01,Guangdong,China,Vietnam,Guangdong Province,Vietnam,River-Sea Transportation,Yes,5674.0,940190,Processing Trade with Imported Materials
2015-01-01,Guangdong Sheng,China,Taiwan,Guangdong Province,Taiwan,Motor Vehicle Transportation,Yes,4337.0,940190,Processing Trade with Imported Materials
2015-01-01,Guangdong,China,Sweden,Guangdong Province,HongKong,Air Transport,Yes,232.0,940190,Ordinary Trade
2015-01-01,Fujian,China,Taiwan,Fujian Province,Taiwan,River-Sea Transportation,Yes,1606.0,940190,Ordinary Trade
2015-01-01,Jiangsu,China,Japan,Jiangsu Province,Japan,River-Sea Transportation,Yes,203.0,940190,Processing Trade with Imported Materials
2015-01-01,Jiangsu Sheng,China,Netherlands,Jiangsu Province,France,River-Sea Transportation,Yes,11546.0,940190,Ordinary Trade
2015-01-01,Shanghai,China,Canada,Shanghai Municipality,Canada,River-Sea Transportation,Yes,155910.0,940190,Ordinary Trade
2015-01-01,Shanghai Shi,China,United States,Shanghai Municipality,United States,Air Transport,Yes,5808.0,940190,Ordinary Trade
2015-01-01,Shanghai,China,Germany,Shanghai Municipality,Germany,River-Sea Transportation,Yes,33273.0,940190,Processing Trade with Imported Materials
2015-01-01,Beijing,China,United States,Beijing Municipality,United States,Air Transport,Yes,49.0,940190,Ordinary Trade
2015-01-01,Shanghai,China,Germany,Shanghai Municipality,Germany,River-Sea Transportation,Yes,120631.0,940190,Ordinary Trade
2015-01-01,Hebei,China,Taiwan,Hebei Province,Taiwan,Air Transport,Yes,2652.0,940190,Ordinary Trade
2015-01-01,Beijing,China,Czech Republic,Beijing Municipality,Germany,Air Transport,Yes,4729.0,940190,Ordinary Trade
2015-01-01,Tianjin,China,Germany,Tianjin Municipality,Germany,River-Sea Transportation,Yes,244564.0,940190,Ordinary Trade
2015-01-01,Guangdong,China,Vietnam,Guangdong Province,HongKong,Motor Vehicle Transportation,Yes,2209.0,940330,Ordinary Trade
2015-01-01,Shanghai Shi,China,Denmark,Shanghai Municipality,Germany,River-Sea Transportation,Yes,6585.0,940330,Ordinary Trade
2015-01-01,Guangdong Sheng,China,India,Guangdong Province,India,Motor Vehicle Transportation,Yes,814.0,940169,Ordinary Trade
2015-01-01,Guangdong Sheng,China,Spain,Guangdong Province,Spain,Air Transport,Yes,366.0,940169,Ordinary Trade
2015-01-01,Zhejiang,China,Indonesia,Zhejiang Province,Taiwan,River-Sea Transportation,Yes,1733.0,940169,Ordinary Trade
2015-01-01,Shanghai,China,Romania,Shanghai Municipality,Netherlands,River-Sea Transportation,Yes,17145.0,940169,Storage of Transit Goods in Bonded Warehouses
2015-01-01,Guangxi,China,Vietnam,Guangxi Zhuang Autonomous Region,Vietnam,Motor Vehicle Transportation,Yes,22166.0,940350,Petty Frontier Trade
2015-01-01,Guangdong,China,Canada,Guangdong Province,Canada,River-Sea Transportation,Yes,1500.0,940350,Ordinary Trade
2015-01-01,Guangdong,China,Spain,Guangdong Province,Spain,River-Sea Transportation,Yes,26838.0,940350,Ordinary Trade
2015-01-01,Anhui,China,Indonesia,Anhui Province,Indonesia,Air Transport,Yes,402.0,940350,Ordinary Trade
2015-01-01,Jiangsu Sheng,China,Italy,Jiangsu Province,Italy,Air Transport,Yes,7149.0,940350,Ordinary Trade
2015-01-01,Shanghai,China,Poland,Shanghai Municipality,France,Air Transport,Yes,436.0,940350,Ordinary Trade
2015-01-01,Shanghai,China,Romania,Shanghai Municipality,Romania,River-Sea Transportation,Yes,517632.0,940350,Inbound/Outbound Goods in Bonded Warehouses
2015-01-01,广东省,China,Italy,Guangdong Province,Italy,River-Sea Transportation,Yes,7250.0,940350,Ordinary Trade
2015-01-01,Guangdong Sheng,China,Italy,Guangdong Province,HongKong,Motor Vehicle Transportation,Yes,3868.0,940350,Ordinary Trade
2015-01-01,Guangdong,China,Taiwan,Guangdong Province,Taiwan,River-Sea Transportation,Yes,125.0,940350,Ordinary Trade
2015-01-01,Beijing,China,Germany,Beijing Municipality,Germany,River-Sea Transportation,Yes,1707.0,940350,Ordinary Trade
2015-01-01,Fujian,China,Indonesia,Fujian Province,Indonesia,River-Sea Transportation,Yes,90953.0,440290,Ordinary Trade
2015-01-01,Guangdong,China,Croatia Rep,Guangdong Province,Croatia Rep,River-Sea Transportation,Yes,69369.0,440792,Ordinary Trade
2015-01-01,Shandong Sheng,China,Germany,Shandong Province,Germany,River-Sea Transportation,Yes,12826.0,440792,Ordinary Trade
2015-01-01,,China,Romania,Zhejiang Province,Romania,River-Sea Transportation,Yes,65564.0,440792,Ordinary Trade
2015-01-01,Shanghai Shi,China,Romania,Shanghai Municipality,Romania,River-Sea Transportation,Yes,106806.0,440792,Ordinary Trade
2015-01-01,Shanghai Shi,China,Canada,Shanghai Municipality,Canada,River-Sea Transportation,Yes,47645.0,440793,Ordinary Trade
2015-01-01,Guangdong,China,United States,Guangdong Province,United States,River-Sea Transportation,Yes,37260.0,440795,Ordinary Trade
2015-01-01,Fujian,China,Canada,Fujian Province,Canada,River-Sea Transportation,Yes,22818.0,440795,Ordinary Trade
2015-01-01,Shanghai,China,Canada,Shanghai Municipality,Canada,River-Sea Transportation,Yes,21271.0,440795,Ordinary Trade
2015-01-01,Guangdong,China,United Kingdom,Guangdong Province,HongKong,River-Sea Transportation,Yes,88.0,441239,Ordinary Trade
2015-01-01,Guangdong,China,China,Guangdong Province,HongKong,Motor Vehicle Transportation,Yes,715.0,442110,Storage of Transit Goods in Bonded Warehouses
2015-01-01,Guangdong,China,Poland,Guangdong Province,HongKong,Air Transport,Yes,369.0,441019,Ordinary Trade
2015-01-01,Guangdong Sheng,China,Canada,Guangdong Province,Canada,River-Sea Transportation,Yes,12635.0,440791,Ordinary Trade
2015-01-01,Shandong,China,Netherlands,Shandong Province,Netherlands,River-Sea Transportation,Yes,42429.0,440791,Ordinary Trade
2015-01-01,Zhejiang,China,United States,Zhejiang Province,United States,River-Sea Transportation,Yes,297537.0,440791,Ordinary Trade
2015-01-01,Shanghai,China,Switzerland,Shanghai Municipality,Switzerland,Air Transport,Yes,26.0,440791,Ordinary Trade
2015-01-01,Shanghai Shi,China,Germany,Shanghai Municipality,Germany,River-Sea Transportation,Yes,10848.0,440791,Ordinary Trade
2015-01-01,Liaoning,China,Ukraine,Liaoning Province,Ukraine,River-Sea Transportation,Yes,40996.0,440791,Processing and Assembling Trade with Customer-Supplied Materials
2015-01-01,Guangdong,China,Thailand,Guangdong Province,Thailand,River-Sea Transportation,Yes,7376.0,441011,Processing Trade with Imported Materials
2015-01-01,Liaoning,China,Ukraine,Liaoning Province,Ukraine,River-Sea Transportation,Yes,115863.0,440391,Ordinary Trade
2015-01-01,Guangdong,China,United States,Guangdong Province,United States,River-Sea Transportation,Yes,108843.0,440391,Ordinary Trade
2015-01-01,广东省,China,France,Guangdong Province,Belgium,River-Sea Transportation,Yes,48785.0,440392,Ordinary Trade
2015-01-01,Zhejiang,China,Germany,Zhejiang Province,Netherlands,River-Sea Transportation,Yes,9060.0,440392,Ordinary Trade
2015-01-01,Guangdong Sheng,China,Cameroon,Guangdong Province,Congo,River-Sea Transportation,Yes,32280.0,440727,Ordinary Trade
2015-01-01,Guangdong,China,Thailand,Guangdong Province,Thailand,River-Sea Transportation,Yes,132503.0,440799,Ordinary Trade
2015-01-01,Guangdong,China,United States,Guangdong Province,United States,River-Sea Transportation,Yes,128634.0,440799,Ordinary Trade
2015-01-01,广东省,China,United States,Guangdong Province,United States,River-Sea Transportation,Yes,20953.0,440799,Ordinary Trade
2015-01-01,Zhejiang,China,Taiwan,Zhejiang Province,Taiwan,River-Sea Transportation,Yes,50038.0,440799,Processing and Assembling Trade with Customer-Supplied Materials
2015-01-01,Fujian Sheng,China,Philippines,Fujian Province,Philippines,River-Sea Transportation,Yes,119947.0,440799,Ordinary Trade
2015-01-01,Shandong,China,Vietnam,Shandong Province,Vietnam,River-Sea Transportation,Yes,71289.0,440799,Ordinary Trade
2015-01-01,Shanghai Shi,China,Bolivia,Shanghai Municipality,Chile,River-Sea Transportation,Yes,422403.0,440799,Ordinary Trade
2015-01-01,Shanghai Shi,China,United States,Shanghai Municipality,United States,River-Sea Transportation,Yes,67430.0,440799,Ordinary Trade
2015-01-01,Tianjin Shi,China,United States,Tianjin Municipality,United States,River-Sea Transportation,Yes,102137.0,440799,Ordinary Trade
2015-01-01,Shanghai Shi,China,Bolivia,Shanghai Municipality,Chile,River-Sea Transportation,Yes,73676.0,440799,Ordinary Trade
2015-01-01,Shanghai Shi,China,United States,Shanghai Municipality,United States,River-Sea Transportation,Yes,99036.0,440799,Ordinary Trade
2015-01-01,Guangdong Sheng,China,United States,Guangdong Province,United States,Air Transport,Yes,9136.0,442190,Processing and Assembling Trade with Customer-Supplied Materials
2015-01-01,Guangdong,China,United States,Guangdong Province,United States,Air Transport,Yes,4104.0,442190,Processing Trade with Imported Materials
2015-01-01,Zhejiang,China,Indonesia,Zhejiang Province,Indonesia,River-Sea Transportation,Yes,1434159.0,442190,Ordinary Trade
2015-01-01,,China,Indonesia,Zhejiang Province,Indonesia,River-Sea Transportation,Yes,67223.0,442190,Ordinary Trade
2015-01-01,Jiangsu Sheng,China,Indonesia,Jiangsu Province,Indonesia,River-Sea Transportation,Yes,71171.0,442190,Ordinary Trade
2015-01-01,Shanghai,China,Cambodia,Shanghai Municipality,Japan,River-Sea Transportation,Yes,432.0,442190,Storage of Transit Goods in Bonded Warehouses
2015-01-01,Shanghai Shi,China,Poland,Shanghai Municipality,HongKong,Air Transport,Yes,3229.0,442190,Ordinary Trade
2015-01-01,Shanghai Shi,China,Ecuador,Shanghai Municipality,Ecuador,River-Sea Transportation,Yes,514823.0,442190,Ordinary Trade
2015-01-01,Shanghai Shi,China,China,Shanghai Municipality,Germany,Air Transport,Yes,986.0,442190,Ordinary Trade
2015-01-01,Tianjin,China,Indonesia,Tianjin Municipality,Indonesia,River-Sea Transportation,Yes,70.0,442190,Ordinary Trade
2015-01-01,Beijing Shi,China,Indonesia,Beijing Municipality,Indonesia,River-Sea Transportation,Yes,75590.0,442190,Ordinary Trade
2015-01-01,Shandong,China,Russia,Shandong Province,Russia,River-Sea Transportation,Yes,91223.0,440710,Processing Trade with Imported Materials
2015-01-01,Guangdong,China,Chile,Guangdong Province,Chile,River-Sea Transportation,Yes,61363.0,440710,Processing Trade with Imported Materials
2015-01-01,Fujian,China,United Kingdom,Fujian Province,United Kingdom,River-Sea Transportation,Yes,285466.0,440710,Ordinary Trade
2015-01-01,Fujian,China,Chile,Fujian Province,Chile,River-Sea Transportation,Yes,45561.0,440710,Ordinary Trade
2015-01-01,Zhejiang Sheng,China,United States,Zhejiang Province,United States,River-Sea Transportation,Yes,131731.0,440710,Ordinary Trade
2015-01-01,Neimenggu Zizhiqu,China,Russia,Inner Mongolia Autonomous Region,Russia,Railway Transportation,Yes,349931.0,440710,Petty Frontier Trade
2015-01-01,Inner Mongolia,China,Russia,Inner Mongolia Autonomous Region,Russia,Motor Vehicle Transportation,Yes,16855.0,440710,Petty Frontier Trade
2015-01-01,Zhejiang,China,Slovenia,Zhejiang Province,Netherlands,River-Sea Transportation,Yes,9676.0,440890,Ordinary Trade
2015-01-01,Liaoning,China,Japan,Liaoning Province,Japan,River-Sea Transportation,Yes,15037.0,441112,Processing Trade with Imported Materials
2015-01-01,Yunnan Sheng,China,Myanmar,Yunnan Province,Myanmar,Motor Vehicle Transportation,No,239967.0,440399,Petty Frontier Trade
2015-01-01,Guangdong Sheng,China,Nigeria,Guangdong Province,Nigeria,River-Sea Transportation,No,23871.0,440399,Ordinary Trade
2015-01-01,Guangdong Sheng,China,Argentina,Guangdong Province,Argentina,River-Sea Transportation,No,45872.0,440399,Ordinary Trade
2015-01-01,Guangdong,China,Ecuador,Guangdong Province,Ecuador,River-Sea Transportation,No,2622.0,440399,Ordinary Trade
2015-01-01,Guangdong,China,Ghana,Guangdong Province,Ghana,River-Sea Transportation,No,238344.0,440399,Ordinary Trade
2015-01-01,Shandong Sheng,China,Tanzania,Shandong Province,Tanzania,River-Sea Transportation,No,37611.0,440399,Ordinary Trade
2015-01-01,Zhejiang,China,United States,Zhejiang Province,United States,River-Sea Transportation,No,41054.0,440399,Ordinary Trade
2015-01-01,,China,Cameroon,Zhejiang Province,Cameroon,River-Sea Transportation,No,249964.0,440399,Ordinary Trade
2015-01-01,Fujian Sheng,China,Solomon Islands,Fujian Province,Taiwan,River-Sea Transportation,No,9940.0,440399,Ordinary Trade
2015-01-01,Fujian,China,Taiwan,Fujian Province,Taiwan,River-Sea Transportation,No,36258.0,440399,Ordinary Trade
2015-01-01,Fujian,China,Japan,Fujian Province,Japan,River-Sea Transportation,No,1404.0,440399,Ordinary Trade
2015-01-01,Jiangsu,China,Solomon Islands,Jiangsu Province,Solomon Islands,River-Sea Transportation,No,36948.0,440399,Storage of Transit Goods in Bonded Warehouses
2015-01-01,Shanghai Shi,China,Vanuatu,Shanghai Municipality,Vanuatu,River-Sea Transportation,No,34014.0,440399,Ordinary Trade
2015-01-01,Shanghai Shi,China,United States,Shanghai Municipality,United States,River-Sea Transportation,No,85288.0,440399,Ordinary Trade
2015-01-01,Heilongjiang Sheng,China,Russia,Heilongjiang Province,Russia,Railway Transportation,No,243326.0,440399,Petty Frontier Trade
2015-01-01,Guangdong,China,Ghana,Guangdong Province,Ghana,River-Sea Transportation,No,61200.0,440399,Ordinary Trade
2015-01-01,Heilongjiang,China,Russia,Heilongjiang Province,Russia,Railway Transportation,No,381771.0,440399,Processing and Assembling Trade with Customer-Supplied Materials
2015-01-01,Nei Mongol,China,Russia,Inner Mongolia Autonomous Region,Russia,Railway Transportation,No,60399.0,440399,Petty Frontier Trade
2015-01-01,Guangdong Sheng,China,Finland,Guangdong Province,Finland,River-Sea Transportation,Yes,21433.0,441299,Processing Trade with Imported Materials
2015-01-01,Zhejiang,China,Taiwan,Zhejiang Province,Taiwan,River-Sea Transportation,Yes,4852.0,441299,Processing Trade with Imported Materials
2015-01-01,Guangdong,China,China,Guangdong Province,HongKong,Motor Vehicle Transportation,Yes,2588.0,441400,Ordinary Trade
2015-01-01,Shanghai,China,Thailand,Shanghai Municipality,Thailand,River-Sea Transportation,Yes,10.0,441400,Others
2015-01-01,Shanghai,China,Japan,Shanghai Municipality,Japan,Air Transport,Yes,227.0,442090,Ordinary Trade
2015-01-01,Shanghai,China,Italy,Shanghai Municipality,Switzerland,Air Transport,Yes,667.0,442090,Ordinary Trade
2015-01-01,Shanghai Shi,China,Czech Republic,Shanghai Municipality,Czech Republic,River-Sea Transportation,Yes,2187.0,442090,Inbound/Outbound Goods in Bonded Warehouses
2015-01-01,Zhejiang,China,Philippines,Zhejiang Province,Philippines,River-Sea Transportation,Yes,5699.0,442010,Ordinary Trade
2015-01-01,Shanghai,China,South Africa,Shanghai Municipality,South Africa,River-Sea Transportation,Yes,24368.0,442010,Ordinary Trade
2015-01-01,Beijing,China,France,Beijing Municipality,France,River-Sea Transportation,Yes,819.0,442010,Ordinary Trade
2015-01-01,Guangdong,China,New Zealand,Guangdong Province,New Zealand,River-Sea Transportation,No,9038.0,440320,Ordinary Trade
2015-01-01,Shandong Sheng,China,New Zealand,Shandong Province,New Zealand,River-Sea Transportation,No,7101269.0,440320,Ordinary Trade
2015-01-01,Shanghai Shi,China,Russia,Shanghai Municipality,Russia,Railway Transportation,No,277669.0,440320,Ordinary Trade
2015-01-01,Heilongjiang,China,Russia,Heilongjiang Province,Russia,Railway Transportation,No,672068.0,440320,Petty Frontier Trade
2015-01-01,Heilongjiang,China,Russia,Heilongjiang Province,Russia,Railway Transportation,No,13682.0,440320,Petty Frontier Trade
2015-01-01,Nei Mongol,China,Russia,Inner Mongolia Autonomous Region,Russia,Railway Transportation,No,7407.0,440320,Petty Frontier Trade
2015-01-01,Nei Mongol,China,Russia,Inner Mongolia Autonomous Region,Russia,Railway Transportation,No,1080636.0,440320,Petty Frontier Trade
